mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut24	0.760499	0.195663	0.214556	0.0441661	0.435463	0.115635	0.187198	0.28155	0.901156	0.786388	4
mut25	0.566919	0.0263387	0.00675616	0.00667676	0.019898	0.0165139	0.0251636	0.168315	0.0143403	0.0241297	5
mut26	0.566919	0.0263387	0.00675616	0.00667676	0.019898	0.0165139	0.0251636	0.168315	0.0143403	0.0241297	5
mut27	0.566919	0.0263387	0.00675616	0.00667676	0.019898	0.0165139	0.0251636	0.168315	0.0143403	0.0241297	5
mut28	0.566919	0.0263387	0.00675616	0.00667676	0.019898	0.0165139	0.0251636	0.168315	0.0143403	0.0241297	5
mut29	0.566919	0.0263387	0.00675616	0.00667676	0.019898	0.0165139	0.0251636	0.168315	0.0143403	0.0241297	5
mut30	0.0329137	0.0833409	0.16417	0.119966	0.0204477	0.015608	0.519858	0.0151053	0.00971794	0.0162989	6
mut31	0.0329137	0.0833409	0.16417	0.119966	0.0204477	0.015608	0.519858	0.0151053	0.00971794	0.0162989	6
mut32	0.0329137	0.0833409	0.16417	0.119966	0.0204477	0.015608	0.519858	0.0151053	0.00971794	0.0162989	6
mut33	0.0329137	0.0833409	0.16417	0.119966	0.0204477	0.015608	0.519858	0.0151053	0.00971794	0.0162989	6
mut34	0.0329137	0.0833409	0.16417	0.119966	0.0204477	0.015608	0.519858	0.0151053	0.00971794	0.0162989	6
mut35	0.0504014	0.0840675	0.0204702	0.018985	0.064861	0.0504574	0.0698184	0.0503408	0.428217	0.678422	7
mut36	0.0504014	0.0840675	0.0204702	0.018985	0.064861	0.0504574	0.0698184	0.0503408	0.428217	0.678422	7
mut37	0.0504014	0.0840675	0.0204702	0.018985	0.064861	0.0504574	0.0698184	0.0503408	0.428217	0.678422	7
mut38	0.0504014	0.0840675	0.0204702	0.018985	0.064861	0.0504574	0.0698184	0.0503408	0.428217	0.678422	7
mut39	0.0504014	0.0840675	0.0204702	0.018985	0.064861	0.0504574	0.0698184	0.0503408	0.428217	0.678422	7
mut40	0.0094301	0.11166	0.457164	0.00680438	0.0625862	0.0157346	0.0257355	0.0156205	0.00910028	0.0170639	8
mut41	0.0094301	0.11166	0.457164	0.00680438	0.0625862	0.0157346	0.0257355	0.0156205	0.00910028	0.0170639	8
mut42	0.0094301	0.11166	0.457164	0.00680438	0.0625862	0.0157346	0.0257355	0.0156205	0.00910028	0.0170639	8
mut43	0.0094301	0.11166	0.457164	0.00680438	0.0625862	0.0157346	0.0257355	0.0156205	0.00910028	0.0170639	8
mut44	0.0094301	0.11166	0.457164	0.00680438	0.0625862	0.0157346	0.0257355	0.0156205	0.00910028	0.0170639	8
mut45	0.0217706	0.0484161	0.0119562	0.0147038	0.0470376	0.0328784	0.0511815	0.0324509	0.0446804	0.663396	9
mut46	0.0217706	0.0484161	0.0119562	0.0147038	0.0470376	0.0328784	0.0511815	0.0324509	0.0446804	0.663396	9
mut47	0.0217706	0.0484161	0.0119562	0.0147038	0.0470376	0.0328784	0.0511815	0.0324509	0.0446804	0.663396	9
mut48	0.0217706	0.0484161	0.0119562	0.0147038	0.0470376	0.0328784	0.0511815	0.0324509	0.0446804	0.663396	9
mut49	0.0217706	0.0484161	0.0119562	0.0147038	0.0470376	0.0328784	0.0511815	0.0324509	0.0446804	0.663396	9
mut50	0.0796875	0.151246	0.071203	0.770358	0.13348	0.703182	0.19016	0.0947709	0.105534	0.103993	10
mut51	0.0796875	0.151246	0.071203	0.770358	0.13348	0.703182	0.19016	0.0947709	0.105534	0.103993	10
mut52	0.0796875	0.151246	0.071203	0.770358	0.13348	0.703182	0.19016	0.0947709	0.105534	0.103993	10
mut53	0.0796875	0.151246	0.071203	0.770358	0.13348	0.703182	0.19016	0.0947709	0.105534	0.103993	10
mut54	0.0796875	0.151246	0.071203	0.770358	0.13348	0.703182	0.19016	0.0947709	0.105534	0.103993	10
mut55	0.0120351	0.0293575	0.00748431	0.348107	0.020669	0.0164628	0.0252284	0.0147595	0.0117252	0.0150829	11
mut56	0.0120351	0.0293575	0.00748431	0.348107	0.020669	0.0164628	0.0252284	0.0147595	0.0117252	0.0150829	11
mut57	0.0120351	0.0293575	0.00748431	0.348107	0.020669	0.0164628	0.0252284	0.0147595	0.0117252	0.0150829	11
mut58	0.0120351	0.0293575	0.00748431	0.348107	0.020669	0.0164628	0.0252284	0.0147595	0.0117252	0.0150829	11
mut59	0.0120351	0.0293575	0.00748431	0.348107	0.020669	0.0164628	0.0252284	0.0147595	0.0117252	0.0150829	11
mut60	0.0135316	0.0286639	0.0214097	0.00680759	0.158863	0.0160541	0.0256185	0.0165924	0.213527	0.0179719	12
mut61	0.0135316	0.0286639	0.0214097	0.00680759	0.158863	0.0160541	0.0256185	0.0165924	0.213527	0.0179719	12
mut62	0.0135316	0.0286639	0.0214097	0.00680759	0.158863	0.0160541	0.0256185	0.0165924	0.213527	0.0179719	12
mut63	0.0135316	0.0286639	0.0214097	0.00680759	0.158863	0.0160541	0.0256185	0.0165924	0.213527	0.0179719	12
mut64	0.0135316	0.0286639	0.0214097	0.00680759	0.158863	0.0160541	0.0256185	0.0165924	0.213527	0.0179719	12
mut65	0.011045	0.025461	0.00691757	0.103437	0.0189915	0.305706	0.0249207	0.014165	0.0556185	0.0133912	13
mut66	0.011045	0.025461	0.00691757	0.103437	0.0189915	0.305706	0.0249207	0.014165	0.0556185	0.0133912	13
mut67	0.011045	0.025461	0.00691757	0.103437	0.0189915	0.305706	0.0249207	0.014165	0.0556185	0.0133912	13
mut68	0.011045	0.025461	0.00691757	0.103437	0.0189915	0.305706	0.0249207	0.014165	0.0556185	0.0133912	13
mut69	0.011045	0.025461	0.00691757	0.103437	0.0189915	0.305706	0.0249207	0.014165	0.0556185	0.0133912	13
mut70	0.0416925	0.0787845	0.0493533	0.245508	0.0828143	0.356941	0.10545	0.0453719	0.0326771	0.0474186	14
mut71	0.0416925	0.0787845	0.0493533	0.245508	0.0828143	0.356941	0.10545	0.0453719	0.0326771	0.0474186	14
mut72	0.0416925	0.0787845	0.0493533	0.245508	0.0828143	0.356941	0.10545	0.0453719	0.0326771	0.0474186	14
mut73	0.0416925	0.0787845	0.0493533	0.245508	0.0828143	0.356941	0.10545	0.0453719	0.0326771	0.0474186	14
mut74	0.0416925	0.0787845	0.0493533	0.245508	0.0828143	0.356941	0.10545	0.0453719	0.0326771	0.0474186	14
mut75	0.0268817	0.0456056	0.04568	0.232031	0.0672658	0.0297781	0.0758298	0.0296153	0.0201302	0.0333916	15
mut76	0.0268817	0.0456056	0.04568	0.232031	0.0672658	0.0297781	0.0758298	0.0296153	0.0201302	0.0333916	15
mut77	0.0268817	0.0456056	0.04568	0.232031	0.0672658	0.0297781	0.0758298	0.0296153	0.0201302	0.0333916	15
mut78	0.0268817	0.0456056	0.04568	0.232031	0.0672658	0.0297781	0.0758298	0.0296153	0.0201302	0.0333916	15
mut79	0.0268817	0.0456056	0.04568	0.232031	0.0672658	0.0297781	0.0758298	0.0296153	0.0201302	0.0333916	15
mut80	0.0127735	0.0275432	0.0337943	0.12217	0.0379845	0.015602	0.0565436	0.0136935	0.0116452	0.0161392	16
mut81	0.0127735	0.0275432	0.0337943	0.12217	0.0379845	0.015602	0.0565436	0.0136935	0.0116452	0.0161392	16
mut82	0.0127735	0.0275432	0.0337943	0.12217	0.0379845	0.015602	0.0565436	0.0136935	0.0116452	0.0161392	16
mut83	0.0127735	0.0275432	0.0337943	0.12217	0.0379845	0.015602	0.0565436	0.0136935	0.0116452	0.0161392	16
mut84	0.0127735	0.0275432	0.0337943	0.12217	0.0379845	0.015602	0.0565436	0.0136935	0.0116452	0.0161392	16
mut85	0.13552	0.0266363	0.00603561	0.00644867	0.0190525	0.0182775	0.0281275	0.580837	0.0108681	0.0198898	17
mut86	0.13552	0.0266363	0.00603561	0.00644867	0.0190525	0.0182775	0.0281275	0.580837	0.0108681	0.0198898	17
mut87	0.13552	0.0266363	0.00603561	0.00644867	0.0190525	0.0182775	0.0281275	0.580837	0.0108681	0.0198898	17
mut88	0.13552	0.0266363	0.00603561	0.00644867	0.0190525	0.0182775	0.0281275	0.580837	0.0108681	0.0198898	17
mut89	0.13552	0.0266363	0.00603561	0.00644867	0.0190525	0.0182775	0.0281275	0.580837	0.0108681	0.0198898	17
mut90	0.0102114	0.0281346	0.133738	0.00610688	0.165716	0.0178938	0.0245648	0.0145075	0.012003	0.014792	18
mut91	0.0102114	0.0281346	0.133738	0.00610688	0.165716	0.0178938	0.0245648	0.0145075	0.012003	0.014792	18
mut92	0.0102114	0.0281346	0.133738	0.00610688	0.165716	0.0178938	0.0245648	0.0145075	0.012003	0.014792	18
mut93	0.0102114	0.0281346	0.133738	0.00610688	0.165716	0.0178938	0.0245648	0.0145075	0.012003	0.014792	18
mut94	0.0102114	0.0281346	0.133738	0.00610688	0.165716	0.0178938	0.0245648	0.0145075	0.012003	0.014792	18
mut95	0.0125111	0.0263236	0.00610174	0.00694204	0.0206206	0.0168763	0.0231358	0.0152458	0.0103723	0.230472	19
mut96	0.0125111	0.0263236	0.00610174	0.00694204	0.0206206	0.0168763	0.0231358	0.0152458	0.0103723	0.230472	19
mut97	0.0125111	0.0263236	0.00610174	0.00694204	0.0206206	0.0168763	0.0231358	0.0152458	0.0103723	0.230472	19
mut98	0.0125111	0.0263236	0.00610174	0.00694204	0.0206206	0.0168763	0.0231358	0.0152458	0.0103723	0.230472	19
mut99	0.0125111	0.0263236	0.00610174	0.00694204	0.0206206	0.0168763	0.0231358	0.0152458	0.0103723	0.230472	19
